Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status
fiesta-classical-guitar-natural,"Fiesta Classical Guitar — Natural, Nylon Strings","<p>Fiesta full-size classical guitar in traditional gloss natural amber with a black-and-white checkered double rosette and slotted headstock. Warm nylon-string tone — the standard first guitar for classical and Arabic-style study.</p><ul>
<li>Full-size classical, nylon strings</li>
<li>Gloss natural amber finish</li>
<li>Checkered double rosette</li>
<li>Slotted headstock, chrome plates</li>
<li>New shop stock</li>
</ul>",Fiesta,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Classical Guitar,"Classical Guitars, Guitars & Bass, beginner, classical guitar, natural, nylon strings, student",true,Title,Default Title,,,,,GTR-20,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-20-01.jpg,1,"Fiesta Classical Guitar — Natural, Nylon Strings — Bob Music Store",false,"Fiesta Classical Guitar — Natural, Nylon Strings","Fiesta full-size classical guitar in traditional gloss natural amber with a black-and-white checkered double rosette — Bob Music Store, Beirut.",g,active
siltron-41-dreadnought-matte-red-burst,Siltron 41″ Acoustic Guitar — Matte Red Burst Cutaway,"<p>Siltron 41-inch cutaway dreadnought in a matte red-to-black burst with a white multi-ring rosette and black bridge with white pins. Full, punchy dreadnought voice with modern matte looks.</p><ul>
<li>41″ cutaway dreadnought, steel strings</li>
<li>Matte red burst with black rim</li>
<li>Chrome tuners, dot inlays</li>
<li>New shop stock</li>
</ul>",Siltron,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Acoustic Guitar,"Acoustic Guitars, Guitars & Bass, acoustic guitar, cutaway, dreadnought, matte, red, steel string",true,Title,Default Title,,,,,GTR-19,2600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-19-01.jpg,1,Siltron 41″ Acoustic Guitar — Matte Red Burst Cutaway — Bob Music Store,false,Siltron 41″ Acoustic Guitar — Matte Red Burst Cutaway,"Siltron 41-inch cutaway dreadnought in a matte red-to-black burst with a white multi-ring rosette and black bridge with white — Bob Music Store, Beirut.",g,active
fiesta-classical-guitar-gloss-pink,"Fiesta Classical Guitar — Gloss Pink, Nylon Strings","<p>Fiesta classical guitar in full gloss bubblegum pink — body, neck and slotted headstock all color-matched, with gold tuner plates and an orange patterned rosette. Soft nylon strings make it ideal for beginners; the color makes it a favorite gift.</p><ul>
<li>Full-size classical, nylon strings</li>
<li>All-pink gloss finish incl. headstock</li>
<li>Slotted headstock, gold plates, white buttons</li>
<li>New shop stock</li>
</ul>",Fiesta,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Classical Guitar,"Classical Guitars, Guitars & Bass, beginner, classical guitar, nylon strings, pink, student",true,Title,Default Title,,,,,GTR-18,2200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-18-01.jpg,1,"Fiesta Classical Guitar — Gloss Pink, Nylon Strings — Bob Music Store",false,"Fiesta Classical Guitar — Gloss Pink, Nylon Strings","Fiesta classical guitar in full gloss bubblegum pink — body, neck and slotted headstock all color-matched, with gold tuner — Bob Music Store, Beirut.",g,active
folk-acoustic-guitar-slim-cutaway-natural,"Folk Acoustic Guitar — Slim Cutaway, Natural (Unbranded)","<p>Clean, unbranded slim-body folk cutaway in pale natural finish — light to hold, easy to play, with a simple silver double-ring rosette and chrome tuners. An honest starter guitar.</p><ul>
<li>Slim folk body with cutaway, steel strings</li>
<li>Natural finish, dark fretboard and bridge</li>
<li>Chrome tuners, white bridge pins</li>
<li>New shop stock</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Acoustic Guitar,"Acoustic Guitars, Guitars & Bass, acoustic guitar, beginner, cutaway, folk, natural, steel string",true,Title,Default Title,,,,,GTR-17,2600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-17-01.jpg,1,"Folk Acoustic Guitar — Slim Cutaway, Natural (Unbranded) — Bob Music Store",false,"Folk Acoustic Guitar — Slim Cutaway, Natural (Unbranded)","Clean, unbranded slim-body folk cutaway in pale natural finish — light to hold, easy to play, with a simple silver double-ring — Bob Music Store, Beirut.",g,active
squier-stratocaster-sunburst-hardshell-case,"Squier Stratocaster — 2-Tone Sunburst, with Hardshell Case (Used)","<p>Squier (by Fender) Stratocaster in 2-tone brown sunburst with an aged-cream pickguard, fitted with a retro chrome ""ashtray"" bridge cover. Comes with a quality black hardshell case with black plush lining and gold latches — the case alone is a serious value-add. Headstock still in its protective wrap in the photos.</p><ul>
<li>Genuine Squier by Fender Stratocaster</li>
<li>2-tone sunburst, SSS, cream guard</li>
<li>Retro chrome bridge cover fitted</li>
<li>Includes black hardshell case (gold latches)</li>
<li>Excellent condition — see photos</li>
</ul>",Squier,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Electric Guitar,"Electric Guitars, Guitars & Bass, Vintage & Collectible, electric guitar, fender, squier, stratocaster, sunburst, used, with case",true,Title,Default Title,,,,,GTR-16,3600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-16-01.jpg,1,"Squier Stratocaster — 2-Tone Sunburst, with Hardshell Case (Used) — Bob Music Store",false,"Squier Stratocaster — 2-Tone Sunburst, with Hardshell Cas…","Squier (by Fender) Stratocaster in 2-tone brown sunburst with an aged-cream pickguard, fitted with a retro chrome ""ashtray"" — Bob Music Store, Beirut.",g,active
irin-p-style-electric-bass-sunburst,"IRIN Electric Bass — P-Style 4-String, 3-Tone Sunburst","<p>IRIN 4-string P-style bass in classic 3-tone sunburst — black edge fading through red-brown to an amber center — with a white pickguard and chrome hardware. Same spec as our black IRIN bass in the timeless finish.</p><ul>
<li>4-string P-style bass</li>
<li>Split-coil pickup, volume + tone</li>
<li>3-tone sunburst finish</li>
<li>Maple neck, sealed tuners</li>
<li>New shop stock</li>
</ul>",IRIN,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Bass Guitar,"Bass Guitars, Guitars & Bass, 4 string, bass guitar, beginner, electric bass, p bass, sunburst",true,Title,Default Title,,,,,GTR-15,4200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-15-01.jpg,1,"IRIN Electric Bass — P-Style 4-String, 3-Tone Sunburst — Bob Music Store",false,"IRIN Electric Bass — P-Style 4-String, 3-Tone Sunburst","IRIN 4-string P-style bass in classic 3-tone sunburst — black edge fading through red-brown to an amber center — with a white — Bob Music Store, Beirut.",g,active
irin-p-style-electric-bass-gloss-black,"IRIN Electric Bass — P-Style 4-String, Gloss Black","<p>IRIN 4-string electric bass in gloss black — the classic P-style recipe: split-coil pickup on a white pickguard, maple neck, dot-inlay fretboard and chrome hardware. A solid, affordable first bass.</p><ul>
<li>4-string P-style bass</li>
<li>Split-coil pickup, volume + tone</li>
<li>Maple neck, sealed tuners, adjustable bridge/truss rod</li>
<li>Gloss black with white guard</li>
<li>New shop stock</li>
</ul>",IRIN,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Bass Guitar,"Bass Guitars, Guitars & Bass, 4 string, bass guitar, beginner, black, electric bass, p bass",true,Title,Default Title,,,,,GTR-14,4200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-14-01.jpg,1,"IRIN Electric Bass — P-Style 4-String, Gloss Black — Bob Music Store",false,"IRIN Electric Bass — P-Style 4-String, Gloss Black","IRIN 4-string electric bass in gloss black — the classic P-style recipe: split-coil pickup on a white pickguard, maple neck — Bob Music Store, Beirut.",g,active
stratocaster-lake-placid-blue-used,"Stratocaster Electric Guitar — Lake Placid Blue, Figured Maple Neck (Used)","<p>Used Stratocaster in metallic Lake Placid Blue with a beautifully figured (birdseye-style) maple neck and rosewood-tone fretboard. Fender-logo headstock; the pickguard carries collector stickers including a red ""American Special"" pick and a US flag. Classic SSS layout with a 6-saddle tremolo.</p><ul>
<li>Metallic Lake Placid Blue body</li>
<li>Strongly figured maple neck</li>
<li>SSS pickups, chrome tremolo</li>
<li>Used, clean condition — see photos</li>
<li>Serial/spec verification available on request</li>
</ul>",My Store,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Electric Guitar,"Electric Guitars, Guitars & Bass, Vintage & Collectible, blue, electric guitar, sss, stratocaster, used",true,Title,Default Title,,,,,GTR-13,3600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-13-01.jpg,1,"Stratocaster Electric Guitar — Lake Placid Blue, Figured Maple Neck (Used) — Bob Music Store",false,"Stratocaster Electric Guitar — Lake Placid Blue, Figured …","Used Stratocaster in metallic Lake Placid Blue with a beautifully figured (birdseye-style) maple neck and rosewood-tone — Bob Music Store, Beirut.",g,active
stylson-s-style-trans-black-flame-with-case,"Stylson S-Style Electric Guitar — Trans Black Flame, with Case (Vintage)","<p>Stylson S-style electric — a vintage European-market copy brand from the 1970s-80s (French forums remember them as heavy guitars with powerful pickups). Transparent black over a flame maple top, maple fretboard with black dots, three black single coils on a black guard, gold logo on a black headstock. Comes in a black hardshell case with striking red plush lining.</p><ul>
<li>Vintage Stylson S-style (1970s-80s era copy brand)</li>
<li>Trans black flame top, maple board</li>
<li>SSS, chrome tremolo bridge</li>
<li>Includes hardshell case (red plush interior)</li>
<li>Used vintage condition — see photos</li>
</ul>",Stylson,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Electric Guitar,"Electric Guitars, Guitars & Bass, Vintage & Collectible, electric guitar, sss, stratocaster style, vintage, with case",true,Title,Default Title,,,,,GTR-12,3600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-12-01.jpg,1,"Stylson S-Style Electric Guitar — Trans Black Flame, with Case (Vintage) — Bob Music Store",false,"Stylson S-Style Electric Guitar — Trans Black Flame, with…","Stylson S-style electric — a vintage European-market copy brand from the 1970s-80s (French forums remember them as heavy — Bob Music Store, Beirut.",g,active
s-style-electric-guitar-gloss-green,"S-Style Electric Guitar — Gloss Green, SSS","<p>Eye-catching S-style electric in gloss racing green with a white pickguard and three single-coil pickups. Maple neck, dot-inlay fretboard, chrome 6-saddle tremolo bridge — the classic formula in a color you don't see every day.</p><ul>
<li>SSS pickup layout, 5-way switching platform</li>
<li>Chrome tremolo bridge with arm mount</li>
<li>Maple neck, white knobs</li>
<li>Front-mounted jack plate</li>
<li>New shop stock</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Electric Guitar,"Electric Guitars, Guitars & Bass, beginner, electric guitar, green, sss, stratocaster style",true,Title,Default Title,,,,,GTR-11,3600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-11-01.jpg,1,"S-Style Electric Guitar — Gloss Green, SSS — Bob Music Store",false,"S-Style Electric Guitar — Gloss Green, SSS","Eye-catching S-style electric in gloss racing green with a white pickguard and three single-coil pickups — Bob Music Store, Beirut.",g,active
childrens-acoustic-guitar-boxed,Children's Acoustic Guitar (Boxed),"<p>Boxed children's steel-string style guitar — compact size, ideal as a first instrument or gift.</p><ul>
<li>Child-size acoustic guitar</li>
<li>New in box (box shows shelf wear)</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Toy Instrument,"Kids' Guitars, Guitars & Bass, Beginner & Student, acoustic guitar, children, gift, kids, toy",true,Title,Default Title,,,,,GTR-10,1200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-10-01.jpg,1,Children's Acoustic Guitar (Boxed) — Bob Music Store,false,Children's Acoustic Guitar (Boxed),"Boxed children's steel-string style guitar — compact size, ideal as a first instrument or gift — Bob Music Store, Beirut.",g,active
childrens-classical-guitar-boxed,Children's Classical Guitar (Boxed),"<p>Boxed children's classical-style guitar (""Guitarra"") — a fun, affordable first guitar for little hands. Great gift item.</p><ul>
<li>Child-size classical-style guitar</li>
<li>New in box</li>
</ul>",Generic,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Toy Instrument,"Kids' Guitars, Guitars & Bass, Beginner & Student, children, classical guitar, gift, kids, toy",true,Title,Default Title,,,,,GTR-09,1200,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-09-01.jpg,1,Children's Classical Guitar (Boxed) — Bob Music Store,false,Children's Classical Guitar (Boxed),"Boxed children's classical-style guitar (""Guitarra"") — a fun, affordable first guitar for little hands — Bob Music Store, Beirut.",g,active
harper-roundback-emerald-green-leaf-soundholes,"Harper Round-Back Acoustic Guitar — Emerald Green Quilt, Leaf Soundholes","<p>The emerald sibling of our charcoal Harper round-back: same Adamas-style leaf soundholes and sharp cutaway, finished in a vivid green burst over quilted maple figure. Rare color, big stage presence.</p><ul>
<li>Adamas-style leaf multi-soundholes (grey + red-brown wood)</li>
<li>Round-back body with sharp cutaway</li>
<li>Emerald green burst over quilted figure</li>
<li>Thin bar bridge with white pin row</li>
<li>Used: light scuffs on lower bout — see photos</li>
</ul>",Harper,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > String Instruments > Guitars,Acoustic Guitar,"Acoustic Guitars, Guitars & Bass, acoustic guitar, adamas style, cutaway, green, roundback, steel string",true,Title,Default Title,,,,,GTR-08,2600,shopify,1,deny,manual,0.00,,true,true,,https://cdn.jsdelivr.net/gh/Divercitieslb/bob-music-store@main/import/images/GTR-08-01.jpg,1,"Harper Round-Back Acoustic Guitar — Emerald Green Quilt, Leaf Soundholes — Bob Music Store",false,"Harper Round-Back Acoustic Guitar — Emerald Green Quilt, …","The emerald sibling of our charcoal Harper round-back: same Adamas-style leaf soundholes and sharp cutaway, finished in a vivid — Bob Music Store, Beirut.",g,active
